,0
1606,"One of the best lebanese food in town... 
Tasteful homemade mezza 
Quality and fresh ingredients 
Good packaging"
1607,Better that lots of resturants in the area
1608,They followed the instruction of my order corectly
1609,Thank you Enab for bringing a taste of Beirut to our dinner table! Mezzas and grills were soo delicious!
1610,Quick
1611,"Among all the orders, this is the first time I order from a restaurant without regrets
Really Good at an affordable price ❤️
And on time"
1612,V
1613,السعر يعتبر غالي مقارنة بالمطاعم الاخرى التي على نفس المستوى ولكن الاكل جيد
1614,طعم الأكل طيب جدااا وخاصة الفلافل حسب انا شو طلبت كان رهيييب وعلى الأصول
1615,ود الحلال هذا ما مطعم تسوي رفيو يا حبيب قلبي انت باكر الكلاسيكو كيف شابه ؟
1616,شكرا في ميزان حسناتكم
1617,
1618,خههههه تستهبل ؟ تراه ما يوصلوا اكل سلامات كبتن
1619,🙂
1620,Good
1621,V
1622,Goo
1623,شكرا
1624,I felt I got great quality for the amount I paid
1625,ما نقص مالٌ من صدقه
1626,الأكل كان ممكن يكون أفضل
1627,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
1628,Amazing
1629,Fast
1630,
1631,لم يتم وضع الطلب في كيس
1632,The delivered dounuts were in bad situation ( the box was opened and all dounuts were in a mess )
1633,يعني جدا جدا ممتاز
1634,sooo tasty
1635,The bite is little hard and cold not fresh
1636,ممتاز
1637,Ok
1638,Items mentiones as available and it isnt. Then he asked what i wanted and totally ignored my order. When i called he gave me attitude instead of apologizing. A Waste of money.
1639,بعض الاحيان توصل طلبات ناقصه
1640,Ok
1641,Good price great taste
1642,One of thr box was damaged
1643,Egg the are best ever service and ffffaaasssttteerrrr dounat
1644,الاوردر كانت غير عن اللي طلبته + الموصل كان تصرفه واااجد سيء طلبت منه يخلي الاوردر عند الباب و دخل الى وسط البيت و صار يرسل صور من النافذة يصور داخل البيت و ما يرد على الاتصالات اتمنى ما يصير يوصل طلبات هذا الوضع ما اوكيه .
1645,الدونات ليس جيد ابدا كان فالسابق اجمل ،،
1646,Nice
1647,Best Donuts by far! So FLUFFY!!!
1648,ما حلو
1649,فنان
1650,G
1651,🌹
1652,على كيف كيفك
1653,جربوه وتحسوا بالفرق
1654,شي جميل ولذيذ ومرتب
1655,واقف الكلام  عن الوصف روعه
1656,روعه انصح بتجربته
1657,شاي كرك ماله مثيل 👌🌹
1658,رووووووعه لذيذ جداً
1659,لذيذ جداً 🎁
1660,لذيذ جداً ، انصح بتجربته
1661,The best iced tea I have ever tasted 👍🏻👍🏻🤩
1662,"روعة وطعم ولا احلى, كان الأكل لذيذ جداً وفاق توقعاتي, حسيت ان نوعية الأكل كانت ممتازة بالنسبة للسعر, حبيت طريقة تغليف طلبي, طلبي وصل بوقت أسرع من المعتاد"
1663,فته ورق عنب لذيذذذذذذه
1664,كان هناك خطأ في الطلبية 💔
1665,I didnt receive the iteams
1666,لذيييذذذ
1667,انا طالبة محشي كوسة جايبين كشري ليش
1668,الطعام بارد
1669,الفتة لذيذه🔥 اتمنى في حجم اكبر
1670,Yummy and saucy👌
1671,"Not acceptable, sandwiches very dry, ignored special request, not ordering from it again"
1672,ممتاز
1673,ممتاز
1674,Very nice
1675,جميييلللل
1676,الفتة تستحق التجربة لذيذه
1677,رائع
1678,رت
1679,الكشري لذيذ جدًا اجمل من كشري مطعم الاهرامات المصرية و الدرايفر محترم جدًا
1680,ت
1681,Excellant
1682,الاكل كتير راااائع 😍
1683,مطعم يفوز
1684,الطلب ناقص
1685,My fav shawarma ✨
1686,تيرتل الصاروخ
1687,👍
1688,ماحلو
1689,Nice
1690,Super good and nice
1691,و
1692,Thank u
1693,Good
1694,لذيذ جدا
1695,they come on time
1696,👌
1697,👌
1698,👌
1699,Fast and great food
1700,gr8
1701,👌
1702,ربوب
1703,they are always ignore the special tequest just only garlic souce
1704,منتاز
1705,طلبيت شوارما كبيرة وصلو لي صغيرة وفريق الدعم ف البرنامج غير مجدي
1706,Thanks
1707,Amazing
1708,تأخير
1709,Very good
1710,عادي لكبده مالها طعم وكانها حجر  قاسيه
1711,ا
1712,الساندويش اوفر صغير  علي السعر
1713,الاكل فيه شعر وبدون خبز لبناني
1714,احلى شيء كان الخبز العربي للشوراما خفيف افضل بكثير من خبز التورتيلا... استمروا ف التميز
1715,Ceazer salad without sauce and crouton
1716,جميل
1717,will never order from this restaurant 😒 😑 🙄 😩
1718,المطعم فاشل
1719,الاكل لذيذ بس تبوله مافيها برغل ولا زيت ولا ملح وطلعلي فيها بلاستيك قطعه شكلها مكسوره ملعقة جواتها
1720,كمية ورق العنب مع السعر غالي جداً..
1721,جيد
1722,"Food tasted good, but waaaaay too many chunks of fat in the meat. And the amount of shawarma was little"
1723,Testy food
1724,Thanks
1725,THIS RESTAURANT HAS A VERY BAD FOOD.  CHICKEN WAS NOT FRESH &amp; OLD CHICKEN.
1726,very good
1727,جميل
1728,
1729,Goood✨
1730,طلب مفقود .. لا شوكات في الفرايز للمره ٣ نفس الموضوع
1731,خطأ في الموقع
1732,Goood
1733,لا يحظور لي البيبي 🙂
1734,شي كتير طيب mercii
1735,شكرا
1736,
1737,The drink was missing and i order one !?
1738,الطلب كان سيء استغفرالله طلبت ٣ ترنيدو وكله زيت حرفيا وهذا اول مره يصير  ، تواصلت مع المطعم لأعرف المشكلة وماشي رد
1739,متميزين
1740,Satisfied and happy customer
1741,Good
1742,Ok
1743,الطلبية ليست طلبيتي
1744,The beef smell bad
1745,ممتاز
1746,💣😢♥️
1747,لذيذ الفلافل ..Tasty falafel
1748,شكرا
1749,"الطلب وصل وغير مكتمل
لا يوجد ملاعق علما بانه تم إزاله علامه للحصول على ملاعق من المطعم وتم تجهال الملاحضات"
1750,"Food is so nice, price is too high"
1751,Food was very bland
1752,👍🏻
1753,جيد
1754,"He left the food on the floor and leave
The food isnt well packed to be left on the floor
He didnt even call me to tell me he's outisde he just left it on the flooor outside next to my car tire??? I didnt choose contactless delievry and FYI i have a dog he couldve taken my food!!!"
1755,الطلب ناقص والسايق ما يرد على الاتصال
1756,اصابع الجبن كلها زيت وما يبين فيها الجبن ناشفه  والسعر غالي عليها بس سندويتش الكبدة لذيذه دائما اطلبها
1757,👍🏻
1758,The food is very tasty
1759,جيد
1760,ممتازة
1761,سريع
1762,ا
1763,لذيذ
1764,Salad was a little soggy but the sandwishes and checken was delicious
1765,Best restaurant in muscat
1766,"ارجاع المبلغ ناقص 
استلم ١٠ ريال  والحساب ٦ ريالات ٢٠٠ بيسه 
وارجع لي ٣ ريلات و ٢٠٠ بيسه ؟؟؟!!!!"
1767,Best restau in oman
1768,Very pad
1769,To get good riders😭
1770,Nice food 👍👍
1771,Deliciouse mixed grills
1772,Avocado juice that I ordered was so bitter in taste. They should have checked it before sending!
1773,ممتاز جداً
1774,Good
1775,In the picture the meal was big but they give me diffrent size
1776,الشوارما لذيييذه
1777,"Too much bread and not enough filling, half the shawarma was fries"
1778,❤️❤️❤️❤️❤️❤️
1779,"Worst food ive had in my life and the worst juice ever, i dont know what i ate"
1780,Great food
1781,الاكل لذيييذ جداً جداً
1782,❤️❤️❤️
1783,Amazing thats it
1784,Food was burned
1785,❤️❤️❤️❤️❤️❤️
1786,I am very satisfied. the meals are clean and delicious. the team is wonderful. Too bad I'm going to leave tonight at 2am. normally you send me a free meal for my last day 😒. Well done the team ❤️❤️❤️ From ALGERIA 🇩🇿🇩🇿🇩🇿🇩🇿🇹🇷🇹🇷🇹🇷🇹🇷
1787,not delicious.
1788,Good 👌🏻
1789,الطلب ناقص
1790,شكرا ♥️
1791,طعم القهوه اول م توصلني مره💔💔💔💔💔
1792,I orderd brownie cookies and they gave me cup cookies and I don't eat it cause I don't like it at all 😡
1793,Good
1794,م وصلني طلبي
1795,Coffe is very good thanks
1796,.
1797,واو
1798,كل شيء لذيذ وطازج
1799,ن
1800,كتير طيب
1801,
1802,😍
1803,goods
1804,Inconvenience caused due to missing items
1805,لوحظ في الاونه الاخيرة كمية الفلافل داخل سندويتش قليلية جدا كأنك تأكل خبز مع نكهة الفلافل
1806,
1807,I did not receive an invoice
1808,Good
1809,رهيب
1810,😍
1811,....
1812,Fatayer were very very yummy. Light and flavorful. Definatly will order again
1813,جددددا راقي المندرب والاكل راااايع
1814,Amazing food
1815,رائع
1816,Yes
1817,The Food was Salty
1818,houmous not testy
1819,رهيب
1820,طلبت نايتروس شيرم.. وصلني شريم ما في صوص وحطوا فوقه هالبينو.. هذه عدم مصداقية منهم
1821,Missing items
1822,شكرا
1823,Thanks forevery thing
1824,حلو
1825,
1826,ممتاز
1827,جميل
1828,دائماً المطاعم لا تلتزم بالملاحظات
1829,ا
1830,Good
1831,اسرع سريع رسخان اشكركم ع هذي سرعه
1832,اتمنى يوم اطلب شي يوصل نفس الي ف صوره نفس روبيان بدون صوص 🙂
1833,I like talabat
1834,Very good
1835,Wrong change
1836,ممتاز
1837,Small burger
1838,ت
1839,.
1840,"الطلب لم يكن مثل المتوقع 
الطلب بارد للغايه 
الطعام ليس طازج"
1841,They have ignored my note which is not acceptable
1842,✨✨✨✨
1843,Good
1844,جيد جدا
1845,فاشل
1846,Thank you
1847,"They gave wrong chips i ordered tomato chips and i got lemon and chili one , which i dont like at all"
1848,الطلب بارد جدا
1849,Good
1850,واو
1851,جيد
1852,ماعرف لوكيشن
1853,I recieved wrog order
1854,My requests in the order were totally dismissed
1855,They didnt even put it in the oven its cold like ice
1856,Good
1857,
1858,الاكل بارد جداً
1859,لا يوجد
1860,ما حلو والطعم مش كويس وما كانت الطلبيه فيها الاختيارات من المخلل وغيره مجرد ستيك وكاتشاب 👎🏻
